"name";"nickname";"wins";"losses";"draws";"height_cm";"weight_in_kg";"reach_in_cm";"stance";"date_of_birth";"significant_strikes_landed_per_minute";"significant_striking_accuracy";"significant_strikes_absorbed_per_minute";"significant_strike_defence";"average_takedowns_landed_per_15_minutes";"takedown_accuracy";"takedown_defense";"average_submissions_attempted_per_15_minutes";"performance_metric"
"Shinya Aoki";"Tobikan Judan";39;7;0;180.34;69.85;0.0;"Southpaw";"1983-05-09";0.97;58.0;1.25;58.0;2.54;41.0;60.0;4.0;-1.93478
"Shohei Nose";"";10;4;2;167.64;61.23;172.72;"Switch";"1997-10-19";2.48;40.0;3.61;53.0;3.23;17.0;0.0;4.8;-13.75
"Shungo Oyama";"";14;19;0;180.34;83.91;0.0;"Southpaw";"1974-04-11";0.64;25.0;1.96;57.0;1.07;57.0;62.0;0.5;-89.0606
"Shuya Kamikubo";"Stealth";13;2;1;165.1;61.23;172.72;"Switch";"1993-04-12";3.83;54.0;4.9;47.0;1.5;15.0;0.0;0.5;0.5625
"Sidney Outlaw";"";8;4;0;172.72;77.11;187.96;"Orthodox";"1992-04-11";0.13;33.0;0.8;71.0;3.0;75.0;0.0;3.0;-14.6667
"Sijara Eubanks";"SarJ";8;7;0;162.56;56.7;170.18;"Orthodox";"1985-04-27";4.3;43.0;3.43;57.0;1.9;44.0;66.0;0.3;-30.7333
"Simeon Thoresen";"The Grin";17;6;1;185.42;77.11;200.66;"Orthodox";"1984-03-14";3.85;43.0;3.85;64.0;1.12;40.0;50.0;1.7;-17.9583
"Siyar Bahadurzada";"The Great";24;8;1;180.34;77.11;185.42;"Orthodox";"1984-04-17";2.91;40.0;3.23;49.0;1.32;61.0;62.0;0.3;-22.5455
"Sodiq Yusuff";"Super";13;3;0;175.26;65.77;180.34;"Orthodox";"1993-05-19";5.72;49.0;4.33;54.0;0.28;20.0;62.0;0.4;-4.4375
"Song Yadong";"Kung Fu Kid";20;7;1;172.72;61.23;170.18;"Orthodox";"1997-12-02";4.61;42.0;3.77;59.0;0.53;55.0;72.0;0.2;-20.7143
"Spencer Fisher";"The King";24;9;0;170.18;70.31;172.72;"Southpaw";"1976-05-09";3.17;43.0;3.03;64.0;0.67;30.0;60.0;0.8;-27.5455
"Spike Carlyle";"Alpha Ginger";9;3;0;172.72;65.77;180.34;"Switch";"1993-05-06";2.55;54.0;3.85;30.0;3.34;36.0;57.0;0.5;-8.25
"Stanislav Nedkov";"Stucky";12;2;0;180.34;92.99;180.34;"Orthodox";"1981-12-09";3.33;43.0;5.39;43.0;2.77;41.0;0.0;0.0;0.285714
"Stefan Sekulic";"";12;4;0;182.88;77.11;190.5;"Southpaw";"1992-02-12";1.83;50.0;2.83;64.0;2.0;33.0;25.0;0.5;-11.0
"Stefan Struve";"Skyscraper";33;13;0;210.82;120.2;213.36;"Orthodox";"1988-02-18";3.12;47.0;4.04;46.0;0.56;46.0;55.0;1.7;-41.3261
"Stephan Bonnar";"The American Psycho";15;9;0;193.04;92.99;200.66;"Orthodox";"1977-04-04";2.76;38.0;3.01;52.0;1.32;40.0;60.0;1.0;-35.625
"Stephanie Egger";"";8;4;0;167.64;61.23;172.72;"Orthodox";"1988-08-12";1.93;53.0;2.08;53.0;3.04;40.0;50.0;0.8;-14.6667
"Stephen Banaszak";"";5;5;0;182.88;65.77;0.0;"";"";4.2;47.0;1.15;66.0;0.0;0.0;100.0;1.9;-22.5
"Steve Berger";"The Red Nosed Pitbull";21;23;2;180.34;77.11;0.0;"Orthodox";"1973-05-20";1.0;27.0;3.26;36.0;0.84;40.0;16.0;1.7;-105.413
"Steve Bruno";"Hollywood";15;6;0;177.8;77.11;0.0;"Orthodox";"1981-11-03";0.96;52.0;3.38;36.0;1.94;25.0;46.0;0.4;-19.2857
"Steve Byrnes";"The Sergeant";6;1;0;182.88;77.11;0.0;"Orthodox";"";1.2;51.0;2.67;27.0;3.0;60.0;0.0;4.0;0.142857
"Steve Cantwell";"The Robot";7;6;0;187.96;83.91;190.5;"Orthodox";"1986-12-08";3.63;34.0;5.76;55.0;0.65;30.0;80.0;0.7;-26.2308
"Steve Erceg";"Astroboy";11;1;0;172.72;56.7;172.72;"Orthodox";"1995-07-27";4.27;48.0;3.57;49.0;2.0;33.0;77.0;1.0;5.08333
"Steve Garcia";"Mean Machine";14;5;0;182.88;70.31;190.5;"Southpaw";"1992-05-22";4.85;56.0;2.61;46.0;1.51;44.0;94.0;0.4;-14.6842
"Steve Ramirez";"";5;2;0;170.18;56.7;0.0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-6.42857
"Steven Ciaccio";"Stryker";4;4;0;182.88;77.11;0.0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-18.0
"Steven Koslow";"Obi Won Shinobi The Pillow";6;1;0;170.18;56.7;175.26;"Switch";"1997-01-22";0.77;37.0;3.73;40.0;5.28;55.0;0.0;1.1;0.142857
"Steven Peterson";"Ocho";19;11;0;177.8;65.77;177.8;"Orthodox";"1990-05-29";4.76;40.0;5.94;53.0;1.42;26.0;64.0;0.7;-42.9667
"Steven Siler";"Super";29;16;0;180.34;65.77;177.8;"Orthodox";"1987-02-15";3.21;41.0;2.96;54.0;0.47;21.0;55.0;1.6;-61.3111
"Stevie Ray";"Braveheart";23;9;0;177.8;70.31;177.8;"Southpaw";"1990-03-25";3.73;44.0;2.93;54.0;0.75;46.0;55.0;0.6;-28.4688
"Stoney Hale";"The Skuller";5;3;0;182.88;0.0;0.0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-11.875
"Sumit Kumar";"The Indian Kid";8;1;0;165.1;56.7;167.64;"Orthodox";"2000-09-09";2.8;24.0;4.67;46.0;6.0;30.0;60.0;0.0;2.11111
"Sumudaerji";"The Tibetan Eagle";16;5;0;172.72;56.7;182.88;"Southpaw";"1996-01-20";4.83;54.0;2.75;62.0;0.32;100.0;66.0;0.6;-12.8095
"Sung Bin Jo";"Korean Falcon";9;1;0;182.88;65.77;182.88;"Orthodox";"1992-07-17";1.4;33.0;2.67;51.0;1.0;33.0;83.0;1.0;3.1
"Syuri Kondo";"";6;3;0;162.56;52.16;167.64;"Orthodox";"1989-02-08";5.4;44.0;7.22;58.0;0.0;0.0;83.0;0.3;-11.0
"Tabatha Ricci";"Baby Shark";9;2;0;154.94;52.16;154.94;"Orthodox";"1995-02-21";4.41;37.0;4.86;59.0;3.39;41.0;71.0;0.2;-2.63636
"Tae Hyun Bang";"Supernatural";18;10;0;175.26;70.31;180.34;"Switch";"1983-04-15";2.72;38.0;2.07;66.0;0.49;33.0;57.0;0.5;-38.4286
"Tagir Ulanbekov";"";14;2;0;170.18;56.7;177.8;"Southpaw";"1991-08-07";3.35;44.0;3.29;54.0;3.81;42.0;61.0;0.9;2.25
"Tai Bowden";"";1;1;0;180.34;104.33;0.0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.5
"Taila Santos";"";19;3;0;167.64;56.7;172.72;"Orthodox";"1993-06-22";3.39;48.0;2.64;58.0;2.0;76.0;86.0;1.1;1.40909
"Tainara Lisboa";"Thai Panther";7;2;0;170.18;61.23;170.18;"Orthodox";"1991-03-02";2.05;50.0;1.4;54.0;2.05;40.0;70.0;0.5;-4.55556
"Takafumi Otsuka";"";22;13;2;167.64;63.05;0.0;"Orthodox";"";1.29;27.0;2.12;67.0;1.64;27.0;65.0;0.0;-51.9189
"Takahiro Oba";"";5;7;1;172.72;90.72;0.0;"Southpaw";"";0.23;25.0;1.82;69.0;0.0;0.0;0.0;0.0;-33.0769
"Takanori Gomi";"The Fireball Kid";35;14;0;170.18;70.31;177.8;"Southpaw";"1978-09-22";3.81;41.0;3.52;60.0;1.23;65.0;63.0;0.8;-45.0
"Takeru Uchida";"";6;1;0;165.1;56.7;172.72;"Southpaw";"2002-09-30";0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.4;0.142857
"Takeshi Yamazaki";"";15;12;3;172.72;63.05;0.0;"Southpaw";"";0.57;25.0;1.57;47.0;4.5;50.0;100.0;1.0;-52.5
"Takeya Mizugaki";"";21;11;2;170.18;61.23;175.26;"Orthodox";"1983-12-16";3.37;37.0;3.27;57.0;1.46;57.0;70.0;0.1;-42.0294
"Talita Bernardo";"";6;4;0;162.56;61.23;172.72;"Orthodox";"1987-03-04";3.12;42.0;4.04;55.0;1.62;22.0;28.0;0.5;-16.4
"Tamdan McCrory";"The Barncat";14;5;0;193.04;83.91;193.04;"Switch";"1986-11-05";2.07;49.0;1.6;46.0;2.28;50.0;33.0;2.5;-14.6842
"Tamires Vidal";"Tractor";7;2;0;167.64;61.23;172.72;"Orthodox";"1998-07-27";4.25;55.0;4.53;58.0;0.0;0.0;40.0;0.8;-4.55556
"Tarec Saffiedine";"Sponge";16;7;0;177.8;77.11;177.8;"Switch";"1986-09-06";4.05;47.0;3.06;62.0;0.52;36.0;84.0;0.1;-23.8696
"Tatiana Suarez";"";11;0;0;165.1;52.16;167.64;"Southpaw";"1990-12-19";4.27;63.0;1.38;51.0;6.2;61.0;100.0;0.9;11.0
"Tatsuro Taira";"";14;0;0;170.18;56.7;177.8;"Orthodox";"2000-01-27";3.23;69.0;1.26;47.0;2.41;41.0;60.0;2.8;14.0
"Tatsuya Kawajiri";"Crusher";36;11;2;170.18;65.77;175.26;"Orthodox";"1978-05-08";2.04;44.0;2.01;50.0;3.63;48.0;63.0;1.1;-28.551
"Tatsuya Mizuno";"";16;12;1;185.42;92.99;0.0;"Southpaw";"1981-06-02";2.25;37.0;3.52;53.0;1.19;25.0;40.0;3.6;-51.1724
"Taylor Lapilus";"Double Impact";19;3;0;167.64;61.23;185.42;"Southpaw";"1992-04-08";4.18;47.0;2.27;62.0;0.45;40.0;81.0;0.5;1.40909
"Tecia Torres";"The Tiny Tornado";13;6;0;154.94;52.16;152.4;"Orthodox";"1989-08-16";4.74;48.0;3.59;61.0;0.66;14.0;61.0;0.1;-21.1053
"Tedd Williams";"";7;1;0;185.42;124.74;0.0;"Orthodox";"1969-12-19";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.125
"Teemu Packalen";"Pacu";8;3;0;185.42;70.31;190.5;"Orthodox";"1987-05-22";2.57;54.0;3.91;47.0;2.31;25.0;100.0;1.5;-9.18182
"Tereza Bleda";"";7;1;0;175.26;56.7;180.34;"Orthodox";"2001-11-30";3.02;53.0;1.86;46.0;1.81;27.0;83.0;0.7;1.125
"Terrance McKinney";"T. Wrecks";15;6;0;177.8;70.31;185.42;"Switch";"1994-09-15";4.46;52.0;2.51;44.0;3.52;36.0;85.0;1.0;-19.2857
"Terry Etim";"";16;5;0;185.42;70.31;185.42;"Orthodox";"1986-01-11";2.16;35.0;2.53;67.0;0.43;30.0;39.0;1.4;-12.8095
"Tetsuji Kato";"";20;10;0;0.0;70.31;0.0;"Orthodox";"";1.2;29.0;2.1;70.0;2.0;57.0;80.0;0.5;-36.6667
"Thales Leites";"";28;9;0;185.42;83.91;198.12;"Orthodox";"1981-09-06";2.13;40.0;2.99;52.0;2.1;27.0;30.0;1.1;-23.8108
"Thiago Alves";"Pitbull";23;15;0;175.26;77.11;177.8;"Orthodox";"1983-10-03";3.73;41.0;3.42;62.0;0.71;60.0;63.0;0.3;-61.0789
"Thiago Moises";"";17;7;0;175.26;70.31;177.8;"Orthodox";"1995-03-23";2.47;39.0;4.4;54.0;1.53;40.0;56.0;1.3;-22.9583
"Thiago Santos";"Marreta";22;11;0;187.96;92.99;193.04;"Orthodox";"1984-01-07";3.72;48.0;2.57;53.0;0.88;33.0;65.0;0.1;-40.3333
"Thiago Silva";"";19;6;0;187.96;92.99;187.96;"Orthodox";"1982-11-12";3.92;50.0;2.55;67.0;1.03;47.0;70.0;0.7;-15.56
"Thiago Tavares";"";21;7;1;170.18;65.77;177.8;"Orthodox";"1984-11-08";2.0;40.0;2.31;62.0;3.83;42.0;62.0;1.5;-19.7931
"Thibault Gouti";"GT";12;5;0;177.8;70.31;182.88;"Orthodox";"1987-02-27";3.68;34.0;5.64;50.0;1.23;80.0;83.0;0.3;-16.5294
"Thomas Denny";"The Wildman";27;21;1;177.8;77.11;0.0;"Orthodox";"1971-04-19";2.36;45.0;4.69;40.0;1.48;17.0;42.0;1.5;-90.1225
"Thomas Longacre";"";6;1;0;175.26;65.77;0.0;"Orthodox";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.142857
"Thomas Petersen";"The Train";8;1;0;185.42;119.75;187.96;"Southpaw";"1995-03-30";3.59;73.0;2.45;40.0;7.34;100.0;100.0;2.5;2.11111
"Tiago dos Santos e Silva";"Trator";20;7;2;175.26;65.77;177.8;"Orthodox";"1987-04-12";3.69;35.0;4.23;59.0;0.63;11.0;33.0;0.3;-21.2069
"Tim Boetsch";"The Barbarian";21;13;0;182.88;83.91;187.96;"Orthodox";"1981-01-28";2.93;50.0;2.9;57.0;1.45;34.0;59.0;0.8;-52.0294
"Tim Credeur";"";12;4;0;190.5;83.91;190.5;"Orthodox";"1977-07-09";3.59;30.0;3.13;57.0;0.41;100.0;50.0;3.3;-11.0
"Tim Elliott";"";20;13;1;170.18;56.7;167.64;"Southpaw";"1986-12-24";3.41;44.0;2.67;56.0;3.73;47.0;59.0;1.0;-53.2353
"Tim Hague";"The Trashing Machine";21;13;0;193.04;117.93;193.04;"Orthodox";"1983-05-09";2.79;47.0;4.14;46.0;1.72;33.0;85.0;0.9;-52.0294
"Tim Kennedy";"";18;6;0;180.34;83.91;187.96;"Orthodox";"1979-09-01";2.78;47.0;1.84;62.0;2.58;35.0;70.0;0.7;-16.5
"Tim McKenzie";"";14;9;0;182.88;83.91;187.96;"Orthodox";"1982-07-21";1.37;54.0;2.96;44.0;0.0;0.0;28.0;2.1;-36.4783
"Tim Means";"The Dirty Bird";33;15;1;187.96;77.11;190.5;"Orthodox";"1984-02-20";5.1;49.0;3.65;60.0;1.16;42.0;65.0;0.2;-52.7755
"Tim Sylvia";"The Maine-iac";31;10;0;203.2;120.2;203.2;"Orthodox";"1976-03-05";4.23;41.0;2.61;61.0;0.11;100.0;75.0;0.1;-26.561
"Timur Valiev";"Lucky";18;3;0;167.64;61.23;170.18;"Orthodox";"1990-01-19";5.19;53.0;3.33;45.0;1.73;40.0;55.0;0.3;0.428571
"Tito Ortiz";"The People's Champ";19;12;1;190.5;92.99;187.96;"Orthodox";"1975-01-23";2.59;46.0;2.88;60.0;2.47;35.0;54.0;0.6;-48.7188
"TJ Brown";"Downtown";17;11;0;175.26;65.77;182.88;"Switch";"1990-05-22";3.37;44.0;2.89;49.0;3.41;57.0;36.0;1.3;-44.6786
"TJ Dillashaw";"";18;5;0;167.64;61.23;170.18;"Orthodox";"1986-02-07";5.09;41.0;3.47;62.0;1.56;30.0;77.0;0.8;-10.913
"TJ Grant";"";21;5;0;177.8;70.31;182.88;"Orthodox";"1984-02-26";3.95;54.0;3.21;56.0;1.63;43.0;36.0;0.6;-8.03846
"TJ Waldburger";"";16;9;0;180.34;77.11;190.5;"Orthodox";"1988-04-25";2.02;51.0;2.39;40.0;3.03;46.0;40.0;4.8;-34.76
"Toby Misech";"2 Quick";9;5;0;172.72;65.77;0.0;"Southpaw";"1988-03-07";3.27;40.0;7.73;46.0;0.0;0.0;0.0;0.0;-19.2143
"Todd Lally";"";2;1;0;170.18;65.77;0.0;"Orthodox";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3.66667
"Todd Medina";"El Tiburon";11;9;0;177.8;87.54;0.0;"Southpaw";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-38.95
"Todd Moore";"";16;7;0;175.26;77.11;180.34;"Southpaw";"1983-12-30";1.83;26.0;2.3;57.0;0.78;14.0;54.0;0.0;-23.8696
"Tom Aspinall";"";14;3;0;195.58;116.12;198.12;"Orthodox";"1993-04-11";7.72;66.0;2.77;66.0;3.46;100.0;100.0;1.7;-3.47059
"Tom Breese";"";12;3;0;190.5;83.91;185.42;"Southpaw";"1991-09-26";3.34;50.0;2.81;60.0;0.0;0.0;70.0;1.1;-5.4
"Tom DeBlass";"";9;2;0;182.88;83.91;0.0;"Orthodox";"1982-05-14";1.5;35.0;4.43;37.0;1.0;50.0;28.0;0.5;-2.63636
"Tom Duquesnoy";"Fire Kid";16;2;0;170.18;61.23;172.72;"Orthodox";"1993-06-21";3.83;45.0;5.3;62.0;0.42;25.0;46.0;0.0;4.22222
"Tom Erikson";"The Big Cat";9;4;1;190.5;127.01;0.0;"Orthodox";"";0.94;47.0;1.87;25.0;4.68;60.0;100.0;6.2;-14.2143
"Tom Lawlor";"Filthy";10;6;0;182.88;92.99;187.96;"Southpaw";"1983-05-15";2.5;42.0;2.41;60.0;2.46;32.0;57.0;1.4;-23.75
"Tom Murphy";"";8;0;0;187.96;102.97;0.0;"Southpaw";"1974-11-19";2.5;71.0;0.17;84.0;7.51;85.0;0.0;2.5;8.0
"Tom Niinimaki";"Stoneface";22;8;1;175.26;65.77;175.26;"Orthodox";"1982-07-25";1.91;54.0;2.31;58.0;2.97;46.0;33.0;0.5;-24.3871
"Tom Tuggle";"The Law";0;3;0;187.96;113.4;0.0;"Orthodox";"";0.0;0.0;2.14;0.0;32.14;100.0;0.0;0.0;-15.0
"Tomasz Drwal";"Gorilla";21;5;1;185.42;92.99;193.04;"Orthodox";"1982-01-22";3.29;38.0;2.26;57.0;3.55;60.0;82.0;0.4;-8.66667
"Tomoya Miyashita";"";17;9;7;170.18;63.05;0.0;"Southpaw";"";1.67;65.0;0.93;33.0;4.0;80.0;0.0;2.0;-36.2424
"Tony Bonello";"The Gun";16;3;1;187.96;83.91;0.0;"";"";0.62;33.0;12.62;10.0;0.0;0.0;0.0;0.0;-2.2
"Tony DeSouza";"";11;4;0;182.88;77.11;177.8;"Southpaw";"1974-07-26";1.12;52.0;1.57;41.0;2.25;42.0;40.0;1.5;-11.9333
"Tony Ferguson";"El Cucuy";26;9;0;180.34;70.31;193.04;"Orthodox";"1984-02-12";4.98;45.0;4.26;56.0;0.42;35.0;66.0;0.9;-25.6857
"Tony Fryklund";"The Freak";14;9;1;182.88;83.91;0.0;"Orthodox";"1971-03-26";3.49;39.0;6.5;43.0;0.0;0.0;66.0;0.5;-36.8333
"Tony Gravely";"";23;9;0;165.1;61.23;175.26;"Orthodox";"1991-09-28";3.82;48.0;4.47;44.0;5.4;41.0;52.0;0.3;-28.4688
"Tony Kelley";"Primetime";8;3;0;175.26;61.23;177.8;"Switch";"1987-01-21";5.55;47.0;4.85;45.0;0.0;0.0;52.0;1.4;-9.18182
"Tony Sims";"";12;4;0;180.34;70.31;177.8;"Southpaw";"1985-10-14";1.81;63.0;0.76;65.0;0.71;50.0;50.0;0.7;-11.0
"Tonya Evinger";"Triple Threat";19;8;0;170.18;61.23;177.8;"Orthodox";"1981-06-04";1.16;42.0;4.02;38.0;0.93;30.0;33.0;0.9;-26.6296
"Tor Troeng";"The Hammer";16;7;1;187.96;83.91;0.0;"Orthodox";"1983-01-25";1.16;46.0;3.26;32.0;0.62;7.0;66.0;0.3;-24.3333
"Torrez Finney";"The Punisher";7;0;0;172.72;83.91;190.5;"Orthodox";"1998-10-24";0.91;58.0;2.33;47.0;13.61;63.0;0.0;3.9;7.0
"Tracy Cortez";"";11;1;0;165.1;56.7;165.1;"Orthodox";"1993-12-10";4.11;53.0;2.79;60.0;2.33;46.0;75.0;0.3;5.08333
"Travis Browne";"Hapa";18;7;1;198.12;115.67;200.66;"Orthodox";"1982-07-17";2.93;41.0;4.31;42.0;1.21;68.0;75.0;0.2;-22.5385
"Travis Galbraith";"The Gladiator";18;7;0;182.88;77.11;0.0;"Orthodox";"1981-05-18";2.21;40.0;3.45;48.0;1.33;25.0;0.0;1.3;-22.04
"Travis Lutter";"The Serial Killer";10;6;0;180.34;83.91;190.5;"Orthodox";"1973-05-12";0.41;32.0;2.42;42.0;1.95;24.0;30.0;0.7;-23.75
"Travis Wiuff";"The Diesel";75;21;0;190.5;92.99;0.0;"Orthodox";"1978-03-15";0.48;30.0;4.03;41.0;4.84;57.0;44.0;1.2;-46.4062
"Trenell Young";"Savant";11;9;0;167.64;65.77;0.0;"Orthodox";"1976-06-19";1.43;22.0;5.13;50.0;1.13;20.0;0.0;1.1;-38.95
"Tresean Gore";"Mr. Vicious";5;2;0;182.88;83.91;190.5;"Switch";"1994-06-21";3.04;53.0;6.13;47.0;3.04;71.0;81.0;1.2;-6.42857
"Trevin Giles";"";16;5;0;182.88;77.11;187.96;"Orthodox";"1992-08-06";2.97;53.0;2.09;59.0;1.27;55.0;71.0;0.3;-12.8095
"Trevin Jones";"5 Star";13;10;0;170.18;61.23;177.8;"Southpaw";"1990-08-04";2.13;37.0;4.29;39.0;0.62;15.0;60.0;0.2;-42.6522
"Trevor Harris";"";2;2;0;167.64;65.77;0.0;"";"";1.73;50.0;0.43;75.0;0.0;0.0;50.0;6.5;-9.0
"Trevor Peek";"";9;1;0;175.26;70.31;177.8;"Switch";"1995-01-09";5.09;56.0;4.37;44.0;1.76;50.0;51.0;0.0;3.1
"Trevor Prangley";"";34;11;2;185.42;83.91;190.5;"Orthodox";"1972-08-24";2.59;60.0;2.02;48.0;3.38;55.0;74.0;1.0;-30.4043
"Trevor Smith";"Hot Sauce";15;10;0;190.5;83.91;190.5;"Orthodox";"1981-01-05";3.29;55.0;3.31;51.0;1.7;32.0;60.0;0.7;-41.0
"Trey Ogden";"Samurai Ghost";16;6;0;180.34;70.31;182.88;"Orthodox";"1989-11-14";3.64;47.0;4.02;58.0;1.29;16.0;100.0;0.8;-18.3636
"Trey Waters";"The Truth";8;1;0;195.58;77.11;195.58;"Orthodox";"1995-02-21";6.45;45.0;3.95;61.0;0.78;50.0;77.0;0.8;2.11111
"Tristan Connelly";"Boondock";14;8;0;177.8;65.77;172.72;"Orthodox";"1985-12-12";3.31;51.0;2.96;50.0;0.33;14.0;60.0;0.3;-31.0909
"Tsuyoshi Kohsaka";"TK";27;19;2;180.34;102.06;0.0;"Orthodox";"1970-03-06";1.88;38.0;4.41;54.0;1.32;20.0;33.0;0.4;-79.8125
"Tucker Lutz";"Top Gun";12;4;0;172.72;65.77;182.88;"Orthodox";"1994-07-12";3.74;46.0;3.25;44.0;1.99;44.0;69.0;0.2;-11.0
"Tyler Stinson";"The Evolution";30;10;0;190.5;77.11;0.0;"";"";2.8;23.0;4.6;56.0;0.5;100.0;0.0;0.5;-27.5
"Tyler Toner";"";15;7;0;172.72;65.77;177.8;"Orthodox";"1983-03-31";2.95;52.0;2.13;62.0;0.0;0.0;54.0;0.4;-24.7727
"Tyron Woodley";"The Chosen One";19;7;1;175.26;77.11;187.96;"Orthodox";"1982-04-07";2.36;48.0;2.76;54.0;1.06;40.0;87.0;0.4;-21.6296
"Tyson Griffin";"";16;8;0;167.64;65.77;172.72;"Orthodox";"1984-04-20";3.71;41.0;2.3;65.0;1.87;46.0;59.0;0.9;-29.3333
"Tyson Nam";"";21;14;1;170.18;56.7;172.72;"Orthodox";"1983-10-06";3.87;33.0;4.97;65.0;0.0;0.0;87.0;0.0;-57.75
"Tyson Pedro";"";10;4;0;190.5;92.99;200.66;"Orthodox";"1991-09-17";3.11;61.0;2.53;54.0;0.94;36.0;52.0;0.9;-12.8571
"Umar Nurmagomedov";"";16;0;0;172.72;61.23;175.26;"Orthodox";"1996-01-03";4.85;70.0;0.73;75.0;4.28;45.0;100.0;0.9;16.0
"Uriah Hall";"Prime Time";18;11;0;182.88;83.91;200.66;"Orthodox";"1984-07-31";3.23;48.0;3.85;54.0;0.54;38.0;64.0;0.1;-43.8276
"Urijah Faber";"The California Kid";35;11;0;167.64;61.23;170.18;"Orthodox";"1979-05-14";2.65;40.0;2.59;64.0;1.54;30.0;58.0;0.8;-28.3696
"Vagner Rocha";"Ceara";14;4;0;177.8;70.31;185.42;"Orthodox";"1982-06-06";2.64;42.0;4.5;48.0;1.4;33.0;50.0;1.9;-9.11111
"Valentijn Overeem";"";30;32;0;190.5;104.33;0.0;"Orthodox";"1976-08-17";0.93;34.0;1.49;58.0;1.86;50.0;0.0;4.7;-145.484
"Valentina Shevchenko";"Bullet";23;4;1;165.1;56.7;167.64;"Southpaw";"1988-03-07";3.28;52.0;2.11;62.0;2.56;63.0;71.0;0.4;-1.10714
"Valerie Letourneau";"Trouble";8;6;0;170.18;52.16;172.72;"Orthodox";"1983-04-29";4.51;37.0;5.4;58.0;0.77;45.0;66.0;0.3;-25.4286
"Vanessa Demopoulos";"Lil Monster";10;5;0;157.48;52.16;149.86;"Orthodox";"1988-09-22";3.44;43.0;5.06;43.0;0.49;13.0;30.0;0.7;-18.3333
"Vaughan Lee";"";14;13;1;167.64;56.7;167.64;"Orthodox";"1982-10-15";3.47;47.0;2.07;70.0;0.81;33.0;72.0;1.0;-58.0
"Vernon Ramos Ho";"";3;1;0;167.64;77.11;0.0;"Orthodox";"1992-06-03";4.0;25.0;8.0;55.0;0.0;0.0;0.0;0.0;-2.75
"Veronica Hardy";"";8;4;1;162.56;56.7;162.56;"Southpaw";"1995-10-30";3.27;45.0;4.1;46.0;1.27;41.0;57.0;0.4;-15.0769
"Vicente Luque";"The Silent Assassin";22;9;1;180.34;77.11;190.5;"Orthodox";"1991-11-27";5.17;52.0;5.15;52.0;1.04;60.0;62.0;0.7;-29.875
"Victor Henry";"La Mangosta";23;6;0;170.18;61.23;172.72;"Switch";"1987-05-04";8.26;54.0;5.95;47.0;0.0;0.0;78.0;0.6;-11.7586
"Victor Hugo";"Striker";24;4;0;170.18;61.23;180.34;"Orthodox";"1992-11-22";1.24;34.0;1.1;65.0;2.06;50.0;66.0;4.1;0.571429
"Vik Grujic";"The Spartan";6;6;0;180.34;77.11;185.42;"Orthodox";"1977-02-06";2.24;48.0;3.39;41.0;1.18;33.0;26.0;0.4;-27.0
"Vinc Pichel";"From Hell";14;3;0;177.8;70.31;182.88;"Orthodox";"1982-11-23";3.56;47.0;2.5;58.0;3.0;54.0;23.0;0.2;-3.47059
"Vince Cachero";"The Anomaly";7;4;0;167.64;65.77;172.72;"Orthodox";"1989-11-07";3.29;45.0;6.51;43.0;0.0;0.0;18.0;0.5;-15.5455
"Vinicius Magalhaes";"Draculinho";2;1;0;0.0;65.77;0.0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3.66667
"Vinicius Moreira";"Mamute";9;5;0;193.04;92.99;193.04;"Orthodox";"1989-02-28";3.15;59.0;5.07;43.0;1.97;18.0;0.0;1.3;-19.2143
"Vinicius Queiroz";"Spartan";8;4;0;200.66;99.79;0.0;"Orthodox";"1983-08-29";3.67;51.0;4.1;41.0;5.07;70.0;100.0;0.7;-14.6667
"Vinny Magalhaes";"Pezao";14;9;0;190.5;92.99;190.5;"Orthodox";"1984-07-02";2.14;24.0;3.97;68.0;1.55;44.0;66.0;0.8;-36.4783
"Virna Jandiroba";"Carcara";19;3;0;160.02;52.16;162.56;"Orthodox";"1988-05-30";2.34;40.0;3.03;56.0;2.42;39.0;73.0;1.0;1.40909
"Viscardi Andrade";"";19;6;0;180.34;77.11;190.5;"Orthodox";"1984-03-08";3.26;42.0;2.77;63.0;1.93;50.0;66.0;0.3;-15.56
"Vitor Belfort";"The Phenom";26;14;0;182.88;83.91;187.96;"Southpaw";"1977-04-01";1.59;46.0;2.83;50.0;1.02;60.0;53.0;0.6;-53.1
"Vitor Miranda";"Lex Luthor";12;5;0;185.42;83.91;195.58;"Orthodox";"1979-03-10";2.98;45.0;2.95;58.0;0.95;55.0;50.0;0.2;-16.5294
"Vitor Petrino";"";10;0;0;187.96;92.99;195.58;"Orthodox";"1997-08-28";3.07;48.0;2.65;43.0;4.15;70.0;68.0;1.0;10.0
